id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
5605657,18.221.219.4-172.31.69.25-39966-21-6,18.221.219.4,39966,172.31.69.25,21,6,2018-02-14 14:33:27.020939,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605658,18.221.219.4-172.31.69.25-39968-21-6,18.221.219.4,39968,172.31.69.25,21,6,2018-02-14 14:33:27.021003,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605659,18.221.219.4-172.31.69.25-39970-21-6,18.221.219.4,39970,172.31.69.25,21,6,2018-02-14 14:33:27.021049,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605660,18.221.219.4-172.31.69.25-39972-21-6,18.221.219.4,39972,172.31.69.25,21,6,2018-02-14 14:33:27.021125,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605661,18.221.219.4-172.31.69.25-39974-21-6,18.221.219.4,39974,172.31.69.25,21,6,2018-02-14 14:33:27.021170,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605662,18.221.219.4-172.31.69.25-39976-21-6,18.221.219.4,39976,172.31.69.25,21,6,2018-02-14 14:33:27.021303,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605663,18.221.219.4-172.31.69.25-39978-21-6,18.221.219.4,39978,172.31.69.25,21,6,2018-02-14 14:33:27.021417,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605664,18.221.219.4-172.31.69.25-39980-21-6,18.221.219.4,39980,172.31.69.25,21,6,2018-02-14 14:33:27.021481,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605665,18.221.219.4-172.31.69.25-39982-21-6,18.221.219.4,39982,172.31.69.25,21,6,2018-02-14 14:33:27.322043,30,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66666.66666666667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,33333.333333333336,33333.333333333336,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,30,FTP-BruteForce - Attempted,1
5605666,18.221.219.4-172.31.69.25-39984-21-6,18.221.219.4,39984,172.31.69.25,21,6,2018-02-14 14:33:27.322084,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,333333.3333333333,333333.3333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3,FTP-BruteForce - Attempted,1
5605667,18.221.219.4-172.31.69.25-39986-21-6,18.221.219.4,39986,172.31.69.25,21,6,2018-02-14 14:33:27.322245,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605668,18.221.219.4-172.31.69.25-39988-21-6,18.221.219.4,39988,172.31.69.25,21,6,2018-02-14 14:33:27.322371,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605669,18.221.219.4-172.31.69.25-39990-21-6,18.221.219.4,39990,172.31.69.25,21,6,2018-02-14 14:33:27.322384,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605670,18.221.219.4-172.31.69.25-39992-21-6,18.221.219.4,39992,172.31.69.25,21,6,2018-02-14 14:33:27.322468,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605671,18.221.219.4-172.31.69.25-39994-21-6,18.221.219.4,39994,172.31.69.25,21,6,2018-02-14 14:33:27.322526,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605672,18.221.219.4-172.31.69.25-39996-21-6,18.221.219.4,39996,172.31.69.25,21,6,2018-02-14 14:33:27.322581,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605673,18.221.219.4-172.31.69.25-39998-21-6,18.221.219.4,39998,172.31.69.25,21,6,2018-02-14 14:33:27.322652,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605674,18.221.219.4-172.31.69.25-40000-21-6,18.221.219.4,40000,172.31.69.25,21,6,2018-02-14 14:33:27.322730,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605675,18.221.219.4-172.31.69.25-40002-21-6,18.221.219.4,40002,172.31.69.25,21,6,2018-02-14 14:33:27.723714,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.11111111112,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,55555.55555555556,55555.55555555556,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,18,FTP-BruteForce - Attempted,1
5605676,18.221.219.4-172.31.69.25-40004-21-6,18.221.219.4,40004,172.31.69.25,21,6,2018-02-14 14:33:27.723740,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605677,18.221.219.4-172.31.69.25-40006-21-6,18.221.219.4,40006,172.31.69.25,21,6,2018-02-14 14:33:27.723746,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605678,18.221.219.4-172.31.69.25-40008-21-6,18.221.219.4,40008,172.31.69.25,21,6,2018-02-14 14:33:27.723750,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605679,18.221.219.4-172.31.69.25-40010-21-6,18.221.219.4,40010,172.31.69.25,21,6,2018-02-14 14:33:27.723901,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
5605680,18.221.219.4-172.31.69.25-40012-21-6,18.221.219.4,40012,172.31.69.25,21,6,2018-02-14 14:33:27.723907,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605681,18.221.219.4-172.31.69.25-40014-21-6,18.221.219.4,40014,172.31.69.25,21,6,2018-02-14 14:33:27.723909,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605682,18.221.219.4-172.31.69.25-40016-21-6,18.221.219.4,40016,172.31.69.25,21,6,2018-02-14 14:33:27.724004,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605683,18.221.219.4-172.31.69.25-40018-21-6,18.221.219.4,40018,172.31.69.25,21,6,2018-02-14 14:33:27.724009,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1,FTP-BruteForce - Attempted,1
5605684,18.221.219.4-172.31.69.25-40020-21-6,18.221.219.4,40020,172.31.69.25,21,6,2018-02-14 14:33:27.724026,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
